date,age,cases
2022-06-18,70_74,724
2022-06-18,75_79,464
2022-06-18,80_84,220
2022-06-18,85_89,161
2022-06-18,90+,116
2022-06-19,00_04,169
2022-06-19,05_09,215
2022-06-19,10_14,509
2022-06-19,15_19,552
2022-06-19,20_24,716
2022-06-19,25_29,948
2022-06-19,30_34,1110
2022-06-19,35_39,1086
2022-06-19,40_44,1195
2022-06-19,45_49,1211
2022-06-19,50_54,1459
2022-06-19,55_59,1398
2022-06-19,60_64,1179
2022-06-19,65_69,886
2022-06-19,70_74,741
2022-06-19,75_79,448
2022-06-19,80_84,264
2022-06-19,85_89,175
2022-06-19,90+,128
2022-06-20,00_04,188
2022-06-20,05_09,233
2022-06-20,10_14,514
2022-06-20,15_19,556
2022-06-20,20_24,834
2022-06-20,25_29,1096
2022-06-20,30_34,1266
2022-06-20,35_39,1301
2022-06-20,40_44,1340
2022-06-20,45_49,1486
2022-06-20,50_54,1648
2022-06-20,55_59,1611
2022-06-20,60_64,1314
2022-06-20,65_69,987
2022-06-20,70_74,897
2022-06-20,75_79,601
2022-06-20,80_84,351
2022-06-20,85_89,260
2022-06-20,90+,212
2022-06-21,00_04,176
2022-06-21,05_09,231
2022-06-21,10_14,505
2022-06-21,15_19,595
2022-06-21,20_24,902
2022-06-21,25_29,1272
2022-06-21,30_34,1434
2022-06-21,35_39,1462
2022-06-21,40_44,1425
2022-06-21,45_49,1415
2022-06-21,50_54,1713
2022-06-21,55_59,1590
2022-06-21,60_64,1312
2022-06-21,65_69,982
2022-06-21,70_74,870
2022-06-21,75_79,587
2022-06-21,80_84,352
2022-06-21,85_89,288
2022-06-21,90+,211
2022-06-22,00_04,166
2022-06-22,05_09,183
2022-06-22,10_14,464
2022-06-22,15_19,543
2022-06-22,20_24,847
2022-06-22,25_29,1182
2022-06-22,30_34,1386
2022-06-22,35_39,1373
2022-06-22,40_44,1382
2022-06-22,45_49,1434
2022-06-22,50_54,1830
2022-06-22,55_59,1695
2022-06-22,60_64,1428
2022-06-22,65_69,1092
2022-06-22,70_74,967
2022-06-22,75_79,647
2022-06-22,80_84,360
2022-06-22,85_89,281
2022-06-22,90+,246
2022-06-23,00_04,174
2022-06-23,05_09,193
2022-06-23,10_14,452
2022-06-23,15_19,553
2022-06-23,20_24,817
2022-06-23,25_29,1040
2022-06-23,30_34,1310
2022-06-23,35_39,1240
2022-06-23,40_44,1316
2022-06-23,45_49,1341
2022-06-23,50_54,1631
2022-06-23,55_59,1536
2022-06-23,60_64,1295
2022-06-23,65_69,1060
2022-06-23,70_74,967
2022-06-23,75_79,655
2022-06-23,80_84,372
2022-06-23,85_89,313
2022-06-23,90+,220
2022-06-24,00_04,168
2022-06-24,05_09,181
2022-06-24,10_14,414
2022-06-24,15_19,509
2022-06-24,20_24,675
2022-06-24,25_29,894
2022-06-24,30_34,1138
2022-06-24,35_39,1121
2022-06-24,40_44,1168
2022-06-24,45_49,1259
2022-06-24,50_54,1535
2022-06-24,55_59,1559
2022-06-24,60_64,1266
2022-06-24,65_69,1005
2022-06-24,70_74,952
2022-06-24,75_79,626
2022-06-24,80_84,413
2022-06-24,85_89,292
2022-06-24,90+,231
2022-06-25,00_04,169
2022-06-25,05_09,209
2022-06-25,10_14,443
2022-06-25,15_19,450
2022-06-25,20_24,610
2022-06-25,25_29,839
2022-06-25,30_34,1043
2022-06-25,35_39,1042
2022-06-25,40_44,1044
2022-06-25,45_49,1191
2022-06-25,50_54,1390
2022-06-25,55_59,1436
2022-06-25,60_64,1283
2022-06-25,65_69,949
2022-06-25,70_74,863
2022-06-25,75_79,582
2022-06-25,80_84,335
2022-06-25,85_89,265
2022-06-25,90+,152
2022-06-26,00_04,205
2022-06-26,05_09,303
2022-06-26,10_14,686
2022-06-26,15_19,567
2022-06-26,20_24,797
2022-06-26,25_29,1114
2022-06-26,30_34,1394
2022-06-26,35_39,1439
2022-06-26,40_44,1431
2022-06-26,45_49,1578
2022-06-26,50_54,1812
2022-06-26,55_59,1787
2022-06-26,60_64,1439
2022-06-26,65_69,1076
2022-06-26,70_74,910
2022-06-26,75_79,575
2022-06-26,80_84,378
2022-06-26,85_89,222
2022-06-26,90+,165
2022-06-27,00_04,179
2022-06-27,05_09,326
2022-06-27,10_14,776
2022-06-27,15_19,682
2022-06-27,20_24,968
2022-06-27,25_29,1510
2022-06-27,30_34,1683
2022-06-27,35_39,1699
2022-06-27,40_44,1775
2022-06-27,45_49,1869
2022-06-27,50_54,1992
2022-06-27,55_59,2123
2022-06-27,60_64,1813
2022-06-27,65_69,1275
2022-06-27,70_74,1131
2022-06-27,75_79,727
2022-06-27,80_84,448
2022-06-27,85_89,346
2022-06-27,90+,321
2022-06-28,00_04,200
2022-06-28,05_09,301
2022-06-28,10_14,643
2022-06-28,15_19,699
2022-06-28,20_24,1035
2022-06-28,25_29,1531
2022-06-28,30_34,1900
2022-06-28,35_39,1848
2022-06-28,40_44,1767
2022-06-28,45_49,1874
2022-06-28,50_54,1958
2022-06-28,55_59,1902
2022-06-28,60_64,1637
2022-06-28,65_69,1278
2022-06-28,70_74,1112
2022-06-28,75_79,771
2022-06-28,80_84,507
2022-06-28,85_89,344
2022-06-28,90+,286
2022-06-29,00_04,220
2022-06-29,05_09,286
2022-06-29,10_14,616
2022-06-29,15_19,698
2022-06-29,20_24,922
2022-06-29,25_29,1582
2022-06-29,30_34,1838
2022-06-29,35_39,1751
2022-06-29,40_44,1800
2022-06-29,45_49,1797
2022-06-29,50_54,2067
2022-06-29,55_59,1918
2022-06-29,60_64,1708
2022-06-29,65_69,1258
2022-06-29,70_74,1154
2022-06-29,75_79,729
2022-06-29,80_84,468
2022-06-29,85_89,364
2022-06-29,90+,288
2022-06-30,00_04,231
2022-06-30,05_09,313
2022-06-30,10_14,663
2022-06-30,15_19,736
2022-06-30,20_24,954
2022-06-30,25_29,1372
2022-06-30,30_34,1836
2022-06-30,35_39,1660
2022-06-30,40_44,1726
2022-06-30,45_49,1922
2022-06-30,50_54,1958
2022-06-30,55_59,1879
2022-06-30,60_64,1745
2022-06-30,65_69,1302
2022-06-30,70_74,1093
2022-06-30,75_79,722
2022-06-30,80_84,493
2022-06-30,85_89,363
2022-06-30,90+,292
2022-07-01,00_04,265
2022-07-01,05_09,313
2022-07-01,10_14,614
2022-07-01,15_19,699
2022-07-01,20_24,810
2022-07-01,25_29,1307
2022-07-01,30_34,1532
2022-07-01,35_39,1484
2022-07-01,40_44,1696
2022-07-01,45_49,1745
2022-07-01,50_54,2042
2022-07-01,55_59,2007
2022-07-01,60_64,1766
2022-07-01,65_69,1309
2022-07-01,70_74,1177
2022-07-01,75_79,805
2022-07-01,80_84,549
2022-07-01,85_89,366
2022-07-01,90+,324
2022-07-02,00_04,192
2022-07-02,05_09,327
2022-07-02,10_14,676
2022-07-02,15_19,689
2022-07-02,20_24,782
2022-07-02,25_29,1221
2022-07-02,30_34,1419
2022-07-02,35_39,1470
2022-07-02,40_44,1599
2022-07-02,45_49,1701
2022-07-02,50_54,1823
2022-07-02,55_59,1773
2022-07-02,60_64,1627
2022-07-02,65_69,1214
2022-07-02,70_74,1141
2022-07-02,75_79,782
2022-07-02,80_84,449
2022-07-02,85_89,285
2022-07-02,90+,215
2022-07-03,00_04,248
2022-07-03,05_09,451
2022-07-03,10_14,1016
2022-07-03,15_19,878
2022-07-03,20_24,1025
2022-07-03,25_29,1563
2022-07-03,30_34,1951
2022-07-03,35_39,2087
2022-07-03,40_44,2109
2022-07-03,45_49,2269
2022-07-03,50_54,2547
2022-07-03,55_59,2432
2022-07-03,60_64,1878
2022-07-03,65_69,1443
2022-07-03,70_74,1226
2022-07-03,75_79,801
2022-07-03,80_84,489
2022-07-03,85_89,300
2022-07-03,90+,244
2022-07-04,00_04,303
2022-07-04,05_09,508
2022-07-04,10_14,1128
2022-07-04,15_19,1078
2022-07-04,20_24,1240
2022-07-04,25_29,2036
2022-07-04,30_34,2289
2022-07-04,35_39,2412
2022-07-04,40_44,2533
2022-07-04,45_49,2576
2022-07-04,50_54,2921
2022-07-04,55_59,2759
2022-07-04,60_64,2340
2022-07-04,65_69,1647
2022-07-04,70_74,1597
2022-07-04,75_79,1091
2022-07-04,80_84,687
2022-07-04,85_89,481
2022-07-04,90+,415
2022-07-05,00_04,308
2022-07-05,05_09,442
2022-07-05,10_14,968
2022-07-05,15_19,982
2022-07-05,20_24,1245
2022-07-05,25_29,1854
2022-07-05,30_34,2289
2022-07-05,35_39,2353
2022-07-05,40_44,2363
2022-07-05,45_49,2354
2022-07-05,50_54,2673
2022-07-05,55_59,2474
2022-07-05,60_64,2143
2022-07-05,65_69,1513
2022-07-05,70_74,1362
2022-07-05,75_79,1017
2022-07-05,80_84,657
2022-07-05,85_89,472
2022-07-05,90+,348
2022-07-06,00_04,280
2022-07-06,05_09,382
2022-07-06,10_14,904
2022-07-06,15_19,867
2022-07-06,20_24,1194
2022-07-06,25_29,1704
2022-07-06,30_34,2026
2022-07-06,35_39,2230
2022-07-06,40_44,2268
2022-07-06,45_49,2252
2022-07-06,50_54,2541
2022-07-06,55_59,2441
2022-07-06,60_64,2025
2022-07-06,65_69,1550
2022-07-06,70_74,1394
2022-07-06,75_79,977
2022-07-06,80_84,601
2022-07-06,85_89,469
2022-07-06,90+,331
2022-07-07,00_04,242
2022-07-07,05_09,326
2022-07-07,10_14,787
2022-07-07,15_19,805
2022-07-07,20_24,1078
2022-07-07,25_29,1512
2022-07-07,30_34,1822
2022-07-07,35_39,1856
2022-07-07,40_44,1925
2022-07-07,45_49,2008
2022-07-07,50_54,2261
2022-07-07,55_59,2181
2022-07-07,60_64,1929
2022-07-07,65_69,1411
2022-07-07,70_74,1297
2022-07-07,75_79,911
2022-07-07,80_84,594
2022-07-07,85_89,479
2022-07-07,90+,373
2022-07-08,00_04,257
2022-07-08,05_09,308
2022-07-08,10_14,714
2022-07-08,15_19,794
2022-07-08,20_24,838
2022-07-08,25_29,1156
2022-07-08,30_34,1512
2022-07-08,35_39,1694
2022-07-08,40_44,1701
2022-07-08,45_49,1817
2022-07-08,50_54,2053
2022-07-08,55_59,2098
2022-07-08,60_64,1837
2022-07-08,65_69,1413
2022-07-08,70_74,1354
2022-07-08,75_79,910
2022-07-08,80_84,645
2022-07-08,85_89,451
2022-07-08,90+,323
2022-07-09,00_04,228
2022-07-09,05_09,314
2022-07-09,10_14,698
2022-07-09,15_19,726
2022-07-09,20_24,808
2022-07-09,25_29,1070
2022-07-09,30_34,1391
2022-07-09,35_39,1385
2022-07-09,40_44,1442
2022-07-09,45_49,1617
2022-07-09,50_54,1816
2022-07-09,55_59,1819
2022-07-09,60_64,1563
2022-07-09,65_69,1265
2022-07-09,70_74,1137
2022-07-09,75_79,789
2022-07-09,80_84,488
2022-07-09,85_89,362
2022-07-09,90+,219
2022-07-10,00_04,251
2022-07-10,05_09,366
2022-07-10,10_14,945
2022-07-10,15_19,783
2022-07-10,20_24,948
2022-07-10,25_29,1330
2022-07-10,30_34,1622
2022-07-10,35_39,1919
2022-07-10,40_44,1904
2022-07-10,45_49,2034
2022-07-10,50_54,2276
2022-07-10,55_59,2274
2022-07-10,60_64,1667
2022-07-10,65_69,1302
2022-07-10,70_74,1168
2022-07-10,75_79,847
2022-07-10,80_84,553
2022-07-10,85_89,368
2022-07-10,90+,249
2022-07-11,00_04,302
2022-07-11,05_09,460
2022-07-11,10_14,953
2022-07-11,15_19,858
2022-07-11,20_24,1176
2022-07-11,25_29,1707
2022-07-11,30_34,2047
2022-07-11,35_39,2134
2022-07-11,40_44,2216
2022-07-11,45_49,2250
2022-07-11,50_54,2621
2022-07-11,55_59,2441
2022-07-11,60_64,2043
2022-07-11,65_69,1537
2022-07-11,70_74,1335
2022-07-11,75_79,1033
2022-07-11,80_84,709
2022-07-11,85_89,566
2022-07-11,90+,486
2022-07-12,00_04,272
2022-07-12,05_09,333
2022-07-12,10_14,837
2022-07-12,15_19,778
2022-07-12,20_24,1110
2022-07-12,25_29,1569
2022-07-12,30_34,1941
2022-07-12,35_39,1951
2022-07-12,40_44,1935
2022-07-12,45_49,2016
2022-07-12,50_54,2184
2022-07-12,55_59,2151
2022-07-12,60_64,1828
2022-07-12,65_69,1366
2022-07-12,70_74,1207
2022-07-12,75_79,986
2022-07-12,80_84,684
2022-07-12,85_89,531
2022-07-12,90+,392
2022-07-13,00_04,252
2022-07-13,05_09,280
2022-07-13,10_14,668
2022-07-13,15_19,680
2022-07-13,20_24,971
2022-07-13,25_29,1393
2022-07-13,30_34,1645
2022-07-13,35_39,1702
2022-07-13,40_44,1742
2022-07-13,45_49,1724
2022-07-13,50_54,2067
2022-07-13,55_59,1903
2022-07-13,60_64,1614
2022-07-13,65_69,1271
2022-07-13,70_74,1117
2022-07-13,75_79,847
2022-07-13,80_84,585
2022-07-13,85_89,475
2022-07-13,90+,421
2022-07-14,00_04,246
2022-07-14,05_09,248
2022-07-14,10_14,609
2022-07-14,15_19,615
2022-07-14,20_24,838
2022-07-14,25_29,1216
2022-07-14,30_34,1365
2022-07-14,35_39,1527
2022-07-14,40_44,1506
2022-07-14,45_49,1567
2022-07-14,50_54,1830
2022-07-14,55_59,1778
2022-07-14,60_64,1447
2022-07-14,65_69,1128
2022-07-14,70_74,1016
2022-07-14,75_79,833
2022-07-14,80_84,526
2022-07-14,85_89,414
2022-07-14,90+,374
2022-07-15,00_04,183
2022-07-15,05_09,215
2022-07-15,10_14,474
2022-07-15,15_19,529
2022-07-15,20_24,703
2022-07-15,25_29,898
2022-07-15,30_34,1142
2022-07-15,35_39,1216
2022-07-15,40_44,1239
2022-07-15,45_49,1354
2022-07-15,50_54,1551
2022-07-15,55_59,1551
2022-07-15,60_64,1333
2022-07-15,65_69,1039
2022-07-15,70_74,1000
2022-07-15,75_79,763
2022-07-15,80_84,475
2022-07-15,85_89,385
2022-07-15,90+,317
2022-07-16,00_04,170
2022-07-16,05_09,186
2022-07-16,10_14,425
2022-07-16,15_19,459
2022-07-16,20_24,588
2022-07-16,25_29,842
2022-07-16,30_34,955
2022-07-16,35_39,970
2022-07-16,40_44,1012
2022-07-16,45_49,1077
2022-07-16,50_54,1298
2022-07-16,55_59,1313
2022-07-16,60_64,1017
2022-07-16,65_69,866
2022-07-16,70_74,838
2022-07-16,75_79,599
2022-07-16,80_84,380
2022-07-16,85_89,288
2022-07-16,90+,195
2022-07-17,00_04,174
2022-07-17,05_09,238
2022-07-17,10_14,537
2022-07-17,15_19,504
2022-07-17,20_24,744
2022-07-17,25_29,1040
2022-07-17,30_34,1123
2022-07-17,35_39,1259
2022-07-17,40_44,1260
2022-07-17,45_49,1254
2022-07-17,50_54,1436
2022-07-17,55_59,1478
2022-07-17,60_64,1243
2022-07-17,65_69,888
2022-07-17,70_74,812
2022-07-17,75_79,605
2022-07-17,80_84,391
2022-07-17,85_89,276
2022-07-17,90+,238
2022-07-18,00_04,187
2022-07-18,05_09,207
2022-07-18,10_14,462
2022-07-18,15_19,512
2022-07-18,20_24,715
2022-07-18,25_29,1101
2022-07-18,30_34,1271
2022-07-18,35_39,1298
2022-07-18,40_44,1251
2022-07-18,45_49,1372
2022-07-18,50_54,1525
2022-07-18,55_59,1509
2022-07-18,60_64,1291
2022-07-18,65_69,1047
2022-07-18,70_74,882
2022-07-18,75_79,761
2022-07-18,80_84,534
2022-07-18,85_89,410
2022-07-18,90+,341
2022-07-19,00_04,165
2022-07-19,05_09,177
2022-07-19,10_14,386
2022-07-19,15_19,434
2022-07-19,20_24,646
2022-07-19,25_29,982
2022-07-19,30_34,1124
2022-07-19,35_39,1124
2022-07-19,40_44,1121
2022-07-19,45_49,1138
2022-07-19,50_54,1356
2022-07-19,55_59,1254
2022-07-19,60_64,1167
2022-07-19,65_69,881
2022-07-19,70_74,829
2022-07-19,75_79,649
2022-07-19,80_84,486
2022-07-19,85_89,375
2022-07-19,90+,333
2022-07-20,00_04,182
2022-07-20,05_09,137
2022-07-20,10_14,312
2022-07-20,15_19,463
2022-07-20,20_24,665
2022-07-20,25_29,889
2022-07-20,30_34,1103
2022-07-20,35_39,1071
2022-07-20,40_44,994
2022-07-20,45_49,1133
2022-07-20,50_54,1296
2022-07-20,55_59,1332
2022-07-20,60_64,1123
2022-07-20,65_69,927
2022-07-20,70_74,855
2022-07-20,75_79,676
2022-07-20,80_84,486
2022-07-20,85_89,395
2022-07-20,90+,286
2022-07-21,00_04,138
2022-07-21,05_09,120
2022-07-21,10_14,277
2022-07-21,15_19,330
2022-07-21,20_24,559
2022-07-21,25_29,818
2022-07-21,30_34,927
2022-07-21,35_39,933
2022-07-21,40_44,926
2022-07-21,45_49,988
2022-07-21,50_54,1132
2022-07-21,55_59,1124
2022-07-21,60_64,1042
2022-07-21,65_69,807
2022-07-21,70_74,776
2022-07-21,75_79,644
2022-07-21,80_84,410
2022-07-21,85_89,364
2022-07-21,90+,262
2022-07-22,00_04,138
2022-07-22,05_09,128
2022-07-22,10_14,251
2022-07-22,15_19,322
2022-07-22,20_24,483
2022-07-22,25_29,589
2022-07-22,30_34,734
2022-07-22,35_39,783
2022-07-22,40_44,799
2022-07-22,45_49,838
2022-07-22,50_54,960
2022-07-22,55_59,1048
2022-07-22,60_64,914
2022-07-22,65_69,761
2022-07-22,70_74,712
2022-07-22,75_79,556
2022-07-22,80_84,400
2022-07-22,85_89,324
2022-07-22,90+,242
2022-07-23,00_04,134
2022-07-23,05_09,101
2022-07-23,10_14,190
2022-07-23,15_19,235
2022-07-23,20_24,426
2022-07-23,25_29,523
2022-07-23,30_34,603
2022-07-23,35_39,650
2022-07-23,40_44,655
2022-07-23,45_49,669
2022-07-23,50_54,701
2022-07-23,55_59,849
2022-07-23,60_64,816
2022-07-23,65_69,578
2022-07-23,70_74,511
2022-07-23,75_79,433
2022-07-23,80_84,284
2022-07-23,85_89,233
2022-07-23,90+,188
2022-07-24,00_04,128
2022-07-24,05_09,83
2022-07-24,10_14,210
2022-07-24,15_19,283
2022-07-24,20_24,469
2022-07-24,25_29,700
2022-07-24,30_34,731
2022-07-24,35_39,730
2022-07-24,40_44,754
2022-07-24,45_49,842
2022-07-24,50_54,923
2022-07-24,55_59,1019
2022-07-24,60_64,834
2022-07-24,65_69,632
2022-07-24,70_74,582
2022-07-24,75_79,446
2022-07-24,80_84,272
2022-07-24,85_89,243
2022-07-24,90+,168
2022-07-25,00_04,137
2022-07-25,05_09,95
2022-07-25,10_14,208
2022-07-25,15_19,316
2022-07-25,20_24,554
2022-07-25,25_29,769
2022-07-25,30_34,844
2022-07-25,35_39,890
2022-07-25,40_44,887
2022-07-25,45_49,880
2022-07-25,50_54,1094
2022-07-25,55_59,1143
2022-07-25,60_64,1028
2022-07-25,65_69,707
2022-07-25,70_74,677
2022-07-25,75_79,569
2022-07-25,80_84,399
2022-07-25,85_89,301
2022-07-25,90+,237
2022-07-26,00_04,120
2022-07-26,05_09,80
2022-07-26,10_14,184
2022-07-26,15_19,285
2022-07-26,20_24,517
2022-07-26,25_29,700
2022-07-26,30_34,754
2022-07-26,35_39,782
2022-07-26,40_44,739
2022-07-26,45_49,755
2022-07-26,50_54,924
2022-07-26,55_59,962
2022-07-26,60_64,818
2022-07-26,65_69,686
2022-07-26,70_74,619
2022-07-26,75_79,489
2022-07-26,80_84,371
2022-07-26,85_89,317
2022-07-26,90+,219
2022-07-27,00_04,138
2022-07-27,05_09,75
2022-07-27,10_14,146
2022-07-27,15_19,239
2022-07-27,20_24,478
2022-07-27,25_29,661
2022-07-27,30_34,707
2022-07-27,35_39,681
2022-07-27,40_44,656
2022-07-27,45_49,664
2022-07-27,50_54,840
2022-07-27,55_59,809
2022-07-27,60_64,734
2022-07-27,65_69,591
2022-07-27,70_74,588
2022-07-27,75_79,442
2022-07-27,80_84,338
2022-07-27,85_89,257
2022-07-27,90+,228
2022-07-28,00_04,121
2022-07-28,05_09,53
2022-07-28,10_14,108
2022-07-28,15_19,238
2022-07-28,20_24,384
2022-07-28,25_29,547
2022-07-28,30_34,618
2022-07-28,35_39,608
2022-07-28,40_44,566
2022-07-28,45_49,578
2022-07-28,50_54,721
2022-07-28,55_59,704
2022-07-28,60_64,662
2022-07-28,65_69,547
2022-07-28,70_74,514
2022-07-28,75_79,419
2022-07-28,80_84,304
2022-07-28,85_89,263
2022-07-28,90+,213
2022-07-29,00_04,113
2022-07-29,05_09,55
2022-07-29,10_14,116
2022-07-29,15_19,228
2022-07-29,20_24,358
2022-07-29,25_29,425
2022-07-29,30_34,510
2022-07-29,35_39,484
2022-07-29,40_44,548
2022-07-29,45_49,505
2022-07-29,50_54,652
2022-07-29,55_59,650
2022-07-29,60_64,637
2022-07-29,65_69,508
2022-07-29,70_74,478
2022-07-29,75_79,417
2022-07-29,80_84,323
2022-07-29,85_89,241
2022-07-29,90+,174
2022-07-30,00_04,90
2022-07-30,05_09,54
2022-07-30,10_14,91
2022-07-30,15_19,197
2022-07-30,20_24,323
2022-07-30,25_29,411
2022-07-30,30_34,460
2022-07-30,35_39,487
2022-07-30,40_44,478
2022-07-30,45_49,501
2022-07-30,50_54,556
2022-07-30,55_59,559
2022-07-30,60_64,517
2022-07-30,65_69,442
2022-07-30,70_74,402
2022-07-30,75_79,337
2022-07-30,80_84,257
2022-07-30,85_89,187
2022-07-30,90+,142
2022-07-31,00_04,92
2022-07-31,05_09,63
2022-07-31,10_14,104
2022-07-31,15_19,192
2022-07-31,20_24,408
2022-07-31,25_29,537
2022-07-31,30_34,597
2022-07-31,35_39,555
2022-07-31,40_44,581
2022-07-31,45_49,589
2022-07-31,50_54,686
2022-07-31,55_59,706
2022-07-31,60_64,600
2022-07-31,65_69,456
2022-07-31,70_74,452
2022-07-31,75_79,325
2022-07-31,80_84,259
2022-07-31,85_89,205
2022-07-31,90+,145
2022-08-01,00_04,116
2022-08-01,05_09,59
2022-08-01,10_14,114
2022-08-01,15_19,213
2022-08-01,20_24,422
2022-08-01,25_29,558
2022-08-01,30_34,675
2022-08-01,35_39,638
2022-08-01,40_44,623
2022-08-01,45_49,641
2022-08-01,50_54,822
2022-08-01,55_59,782
2022-08-01,60_64,705
2022-08-01,65_69,538
2022-08-01,70_74,542
2022-08-01,75_79,410
2022-08-01,80_84,341
2022-08-01,85_89,228
2022-08-01,90+,222
2022-08-02,00_04,87
2022-08-02,05_09,54
2022-08-02,10_14,86
2022-08-02,15_19,205
2022-08-02,20_24,394
2022-08-02,25_29,554
2022-08-02,30_34,605
2022-08-02,35_39,609
2022-08-02,40_44,599
2022-08-02,45_49,551
2022-08-02,50_54,762
2022-08-02,55_59,696
2022-08-02,60_64,618
2022-08-02,65_69,530
2022-08-02,70_74,506
2022-08-02,75_79,410
2022-08-02,80_84,325
2022-08-02,85_89,242
2022-08-02,90+,192
2022-08-03,00_04,88
2022-08-03,05_09,44
2022-08-03,10_14,93
2022-08-03,15_19,209
2022-08-03,20_24,383
2022-08-03,25_29,466
2022-08-03,30_34,575
2022-08-03,35_39,531
2022-08-03,40_44,493
2022-08-03,45_49,545
2022-08-03,50_54,616
2022-08-03,55_59,684
2022-08-03,60_64,558
2022-08-03,65_69,471
2022-08-03,70_74,453
2022-08-03,75_79,358
2022-08-03,80_84,265
2022-08-03,85_89,222
2022-08-03,90+,213
2022-08-04,00_04,94
2022-08-04,05_09,43
2022-08-04,10_14,70
2022-08-04,15_19,198
2022-08-04,20_24,306
2022-08-04,25_29,431
2022-08-04,30_34,518
2022-08-04,35_39,453
2022-08-04,40_44,473
2022-08-04,45_49,460
2022-08-04,50_54,538
2022-08-04,55_59,588
2022-08-04,60_64,535
2022-08-04,65_69,395
2022-08-04,70_74,394
2022-08-04,75_79,341
2022-08-04,80_84,233
2022-08-04,85_89,208
2022-08-04,90+,151
2022-08-05,00_04,69
2022-08-05,05_09,49
2022-08-05,10_14,77
2022-08-05,15_19,180
2022-08-05,20_24,298
2022-08-05,25_29,345
2022-08-05,30_34,417
2022-08-05,35_39,392
2022-08-05,40_44,394
2022-08-05,45_49,405
2022-08-05,50_54,513
2022-08-05,55_59,480
2022-08-05,60_64,438
2022-08-05,65_69,400
2022-08-05,70_74,396
2022-08-05,75_79,309
2022-08-05,80_84,221
2022-08-05,85_89,197
2022-08-05,90+,179
2022-08-06,00_04,71
2022-08-06,05_09,36
2022-08-06,10_14,70
2022-08-06,15_19,153
2022-08-06,20_24,237
2022-08-06,25_29,306
2022-08-06,30_34,326
2022-08-06,35_39,352
2022-08-06,40_44,364
2022-08-06,45_49,352
2022-08-06,50_54,390
2022-08-06,55_59,413
2022-08-06,60_64,348
2022-08-06,65_69,319
2022-08-06,70_74,306
2022-08-06,75_79,264
2022-08-06,80_84,197
2022-08-06,85_89,132
2022-08-06,90+,112
2022-08-07,00_04,82
2022-08-07,05_09,43
2022-08-07,10_14,86
2022-08-07,15_19,173
2022-08-07,20_24,306
2022-08-07,25_29,366
2022-08-07,30_34,430
2022-08-07,35_39,436
2022-08-07,40_44,467
2022-08-07,45_49,455
2022-08-07,50_54,552
2022-08-07,55_59,559
2022-08-07,60_64,465
2022-08-07,65_69,324
2022-08-07,70_74,317
2022-08-07,75_79,268
2022-08-07,80_84,193
2022-08-07,85_89,141
2022-08-07,90+,132
2022-08-08,00_04,85
2022-08-08,05_09,36
2022-08-08,10_14,74
2022-08-08,15_19,183
2022-08-08,20_24,366
2022-08-08,25_29,469
2022-08-08,30_34,548
2022-08-08,35_39,500
2022-08-08,40_44,529
2022-08-08,45_49,521
2022-08-08,50_54,641
2022-08-08,55_59,690
2022-08-08,60_64,576
2022-08-08,65_69,482
2022-08-08,70_74,400
2022-08-08,75_79,331
2022-08-08,80_84,267
2022-08-08,85_89,219
2022-08-08,90+,195
2022-08-09,00_04,75
2022-08-09,05_09,37
2022-08-09,10_14,65
2022-08-09,15_19,152
2022-08-09,20_24,310
2022-08-09,25_29,436
2022-08-09,30_34,489
2022-08-09,35_39,509
2022-08-09,40_44,447
2022-08-09,45_49,435
2022-08-09,50_54,537
2022-08-09,55_59,570
2022-08-09,60_64,485
2022-08-09,65_69,407
2022-08-09,70_74,371
2022-08-09,75_79,310
2022-08-09,80_84,279
2022-08-09,85_89,246
2022-08-09,90+,192
2022-08-10,00_04,68
2022-08-10,05_09,40
2022-08-10,10_14,55
2022-08-10,15_19,154
2022-08-10,20_24,313
2022-08-10,25_29,338
2022-08-10,30_34,416
2022-08-10,35_39,435
2022-08-10,40_44,400
2022-08-10,45_49,434
2022-08-10,50_54,510
2022-08-10,55_59,560
2022-08-10,60_64,478
2022-08-10,65_69,359
2022-08-10,70_74,363
2022-08-10,75_79,315
2022-08-10,80_84,241
2022-08-10,85_89,209
2022-08-10,90+,208
2022-08-11,00_04,74
2022-08-11,05_09,55
2022-08-11,10_14,53
2022-08-11,15_19,133
2022-08-11,20_24,258
2022-08-11,25_29,343
2022-08-11,30_34,392
2022-08-11,35_39,348
2022-08-11,40_44,336
2022-08-11,45_49,420
2022-08-11,50_54,471
2022-08-11,55_59,481
2022-08-11,60_64,450
2022-08-11,65_69,360
2022-08-11,70_74,320
2022-08-11,75_79,281
2022-08-11,80_84,215
2022-08-11,85_89,184
2022-08-11,90+,159
2022-08-12,00_04,69
2022-08-12,05_09,31
2022-08-12,10_14,44
2022-08-12,15_19,131
2022-08-12,20_24,216
2022-08-12,25_29,267
2022-08-12,30_34,306
2022-08-12,35_39,334
2022-08-12,40_44,312
2022-08-12,45_49,336
2022-08-12,50_54,401
2022-08-12,55_59,449
2022-08-12,60_64,343
2022-08-12,65_69,324
2022-08-12,70_74,317
2022-08-12,75_79,297
2022-08-12,80_84,202
2022-08-12,85_89,178
2022-08-12,90+,144
2022-08-13,00_04,36
2022-08-13,05_09,28
2022-08-13,10_14,36
2022-08-13,15_19,108
2022-08-13,20_24,183
2022-08-13,25_29,225
